lab_id;age;error;latitude;longitude;SITETYPE
Ly-270573;2653;130;43.777044774001;44.1573900195729;Boyne passage grave
Ua-1362908;843;120;42.2388089658225;1.58853337729214;Boyne passage grave
Gif-779435;242;120;40.1072953363397;28.9019614460064;Boyne passage grave
OxA-2096176;3047;35;56.1716606611033;53.2431752737631;Boyne passage grave
AA-2508292;2266;70;60.1746032731273;22.2248161108829;Boyne passage grave
GrN-343969;109;80;41.6848092218641;-8.49713829896236;Boyne passage grave
OxA-161758;5523;45;60.5688708535751;15.5200764825803;Boyne passage grave
Beta-1707278;1585;50;29.4803535395544;20.738726136778;Boyne passage grave
AA-1505342;709;130;21.8454789673701;7.82701225859088;Boyne passage grave
GrA-424658;1708;40;61.1121420898088;5.99163188669389;Boyne passage grave
OxA-3155039;4774;45;54.9479449707878;8.71473509255569;Boyne passage grave
OxA-205561;4005;39;43.37702781262;1.85683234457269;Boyne passage grave
Beta-84424;1714;33;33.6468855418682;2.54312291303626;Boyne passage grave
Beta-57198;148;40;22.8550328310974;-15.6482048571257;Boyne passage grave
GrN-218007;4817;25;40.9075519873422;45.9684504074849;Boyne passage grave
Ua-2140472;185;55;31.9172757304948;11.7033712663747;Boyne passage grave
Bln-2232917;8483;23;55.8539962068149;-6.24130774662625;Boyne passage grave
Ly-1720531;1288;29;62.890120068359;15.800928844406;Boyne passage grave
Beta-100642;451;50;30.0900325703572;2.76418493712553;Boyne passage grave
Beta-1709248;399;40;46.884404812814;24.3692782362256;Boyne passage grave
Beta-1611945;3407;120;38.4464808822293;28.8230260419149;Boyne passage grave
OxA-2621065;948;40;51.6227152865277;43.5230552376865;Boyne passage grave
GrA-339481;2549;30;78.2663672765712;17.8728458254486;Boyne passage grave
Bln-1667016;1676;100;54.1895910732969;-6.01182744828145;Boyne passage grave
Bln-3159711;826;32;60.4990419116724;56.4748590149828;Boyne passage grave
Ua-514792;295;75;45.0061557485154;34.5150008772447;bridge
OxA-2370581;1178;29;27.104935457045;20.3567737532274;bridge
OxA-615503;1629;50;56.1636374154152;31.95436573687;bridge
Beta-345958;3376;100;27.9952253105866;-9.98855277918004;bridge
GrA-1068602;2585;70;47.6671831456978;19.1665740134729;bridge
Ua-2336954;1114;50;27.9948061104558;6.94502776032593;bridge
Ly-499879;1216;80;28.2064758666717;-7.32921412131508;bridge
Bln-1681346;1127;66;61.2123856026818;45.2241657346882;bridge
Bln-1001059;11101;55;25.5297322957218;30.4333054960927;bridge
Ua-2358399;2363;40;31.1172367159562;15.389712673868;bridge
GrN-1892424;4027;35;27.0671931450559;17.8699560470916;bridge
OxA-3149032;2276;110;49.138862045048;22.1259214988397;bridge
OxA-514513;4694;35;39.2460926064138;-6.21665184196938;bridge
Ly-2850921;466;50;22.343758079914;22.1625216990293;bridge
Gif-1610555;1953;42;48.8697678611563;8.91557359975809;bridge
KN-2204517;4771;40;47.6982836661236;47.5575775282602;bridge
OxA-1664477;2594;75;30.9545526495082;2.20358197227928;bridge
OxA-1186490;2171;190;34.8952092920148;3.65807972940448;bural
Beta-738644;4391;90;49.7288602590694;48.7377148549149;burial
GrN-1733330;583;160;36.3617888601653;39.1739164321018;burial
GrN-2669760;1123;25;34.78201060576;1.33577922673352;burial
AA-1680675;791;45;30.3668087862184;5.36611097993432;burial
GrA-1268928;1735;170;40.9980564447617;-6.65030326413911;burial
GrN-1791150;651;100;47.875590057557;41.2388001126599;burial
OxA-1310533;1306;50;29.9171845361902;7.94519761930903;burial
Ly-186832;2485;70;36.5520466626159;39.5551665247426;burial
Gif-136001;732;64;45.380151517674;11.3076441843185;burial
Ua-457161;783;31;25.6177506800188;15.2514430178265;burial
Ly-2704038;658;150;60.9829184992057;5.38156170737438;burial
Gif-1347611;3508;50;54.8328123176973;51.3149356744673;burial
Ly-2198626;1167;30;27.7134433554383;12.2319510545803;burial
OxA-343036;708;95;26.9195444121221;18.7321305908401;burial
OxA-2673778;4399;120;60.3158623685189;16.4616957171013;burial
GrN-1057222;905;75;31.4353091974102;14.0529097975429;burial
Gif-78807;4804;40;31.6064630490862;2.33493994243193;burial
GrA-38411;1414;20;28.1107079588103;8.59479826938737;burial
Ua-2877707;2798;78;27.3542377378308;-2.20419906962294;burial
GrA-414753;2277;31;60.9355500562661;50.6372633832393;burial
Ua-1839608;653;25;32.9159329537899;1.37496041365745;burial
GrN-400815;1427;50;57.4684954634795;22.1695108411667;burial
GrN-1496547;1685;67;21.277506215752;2.25625342882083;burial
AA-1942377;3726;150;50.0475613212721;39.410785160339;burial
KN-2930538;433;150;39.6582754379821;47.6063156241329;burial
GrN-659171;10890;65;48.4600572477634;9.68019486818238;burial
OxA-2837021;795;100;47.2308041720179;30.0718660852523;burial
Ly-92220;31;35;52.1262242701526;8.15198309934783;burial
Ly-1630309;4717;28;46.3279731498414;40.6655523499105;burial
OxA-546412;138;36;62.6178620591301;36.7299493294827;burial
GrA-737266;6587;30;41.281627057536;25.3522881445451;burial
OxA-299224;127;50;35.1542485175221;7.69213067151103;burial
OxA-2851950;1999;40;25.3618692211616;31.3349635707204;burial
GrN-726390;938;35;38.2483854649864;29.4420986467544;burial
Bln-1646139;1729;110;60.6455929768862;24.1069481674988;burial
Ly-1815383;1294;37;49.662745272986;40.9646293127851;burial
GrA-2410459;4630;65;25.3615352421115;29.9871094415603;burial
Beta-524432;4138;20;46.983997611183;49.2071358993489;burial
AA-897180;10276;60;46.8030163353335;20.7634796780947;burial
Gif-1037630;1513;60;26.2710321833644;28.0766242323878;burial
Bln-2360724;1515;90;59.7427563043861;47.7679024714957;burial
GrN-1138498;3834;90;61.0765409579915;44.8900272050235;burial
GrA-3007949;5196;140;34.6351565637213;-3.44802917905451;burial
KN-976103;4217;60;60.1023582523439;48.2724230073906;burial
OxA-1284056;315;35;55.572904957811;45.2344308781022;burial
AA-2985420;1619;100;29.9132352603997;2.76955624191008;burial
KN-1009833;772;25;28.7664803978888;19.3221843689657;burial
Ly-771395;9077;90;55.6595818177032;48.2922958969551;burial
OxA-2571479;890;180;30.5707644386722;2.62177302419426;burial
OxA-1722239;1796;40;37.5013721257261;33.6825303743776;burial
AA-481728;6178;70;23.5775928384464;8.79925775395013;burial
GrA-1017436;2369;80;47.075102700791;23.8427077892957;burial
Bln-67302;455;160;26.5395352223008;-10.1532759922744;burial
Ly-2174766;721;45;59.746778193483;10.3359554038992;burial
Ly-1909200;334;130;22.1532310195129;5.64689573684476;burial
AA-749964;4885;50;46.9079878003506;10.9105144530266;burial
KN-1674963;1049;130;40.2637287472761;-7.14792531326185;burial
AA-730844;180;70;20.5304969785786;5.17248605658237;burial
OxA-2060617;180;60;52.7536604124903;26.3067793107377;burial
GrN-1511841;1093;120;58.5343677669223;14.2542889267264;burial
GrA-2443108;4756;60;52.8345309582393;41.4060048449646;burial
OxA-621933;465;33;37.5235831669342;-8.63951144773692;burial
OxA-75509;1398;34;26.4085998567244;4.54278445120775;burial
Beta-1845242;1123;33;59.8653909419415;58.1565716130678;burial
KN-370185;7966;85;38.3942118918596;32.1244011382048;burial
Beta-650775;1598;50;23.1957313124953;18.0689482865269;burial
OxA-1717723;358;70;64.6146518578707;19.3585128320177;Burial
Ua-2706494;3638;65;58.3352159331122;36.4645023790272;Burial
Ly-3157418;6680;35;48.3079615014382;6.84521598891759;burial (inhumation)
Ly-362922;1317;55;49.6406293934396;3.70418915162128;burial mound
Ly-333201;386;60;28.1472931711809;-6.88692760997231;burial mound
Ua-73628;5609;25;41.1167951282789;27.6659868930843;burial mound
GrA-1774943;1351;35;47.4499049302893;33.3836011779363;burial mound
Gif-2660096;774;40;45.2025087938184;6.90047013007927;burial mound
GrN-2227127;2090;140;62.6635767427716;32.7259641766794;burial mound
Ly-3144070;2749;50;51.8985189078199;39.7981305739026;burial mound
AA-2147470;1668;50;55.2598095010721;12.3932038924811;burial mound
OxA-2436362;1822;60;60.0838117359826;57.4302911638317;burial mound
OxA-1703248;850;25;36.0810067812488;8.22316213495205;burial mound
OxA-2899575;943;60;58.5887831895997;13.125764957242;burial mound
Ly-2553861;3586;90;50.360006194149;13.4782075131559;burial mound
Gif-622634;689;100;23.9090901564393;7.34859379657865;burial mound
Ly-2140238;335;35;52.7877244881834;51.5488246202287;burial mound
AA-2990253;1807;40;52.9532660062208;55.3611631688098;burial mound
OxA-1560571;907;39;53.4581319898754;30.9771177153242;burial mound
OxA-2595962;400;40;32.2748995685945;-6.62933139601633;burial mound
Beta-2497231;322;45;49.6716303027893;5.97348025054435;burial mound
Gif-980536;1883;38;51.6985676559181;0.247611197693571;burial mound
Bln-1515753;106;29;56.4719791868776;38.6258318096591;burial mound
GrA-1615114;54;80;42.7518344331844;1.56900138631616;burial mound
GrA-2382198;4168;30;27.2518139811724;-7.10400477481035;burial mound
GrN-1134642;10559;60;30.7592569065267;16.8647220033995;burial mound
Bln-405385;1364;50;41.0029899649249;45.826027735853;burial mound
Ly-644544;2823;25;52.8803734531369;29.6080182546907;burial mound
Beta-1581244;282;45;60.7396883026772;41.0804095967758;burial mound
OxA-977903;1794;160;28.8777674761873;17.5672815335692;burial mound
GrN-345828;1957;70;24.3245471367032;-14.5265315588443;burial mound
GrN-1642165;1410;39;57.4326964299852;45.0997460416616;burial mound
Beta-1209646;2445;36;47.8411588098568;29.6028441773376;burial mound
Ly-2499509;1481;75;38.6783635041788;-2.5518265277441;burial mound
GrA-2375607;4384;35;23.5947328993518;35.4708227752494;burial mound
OxA-2100712;1925;35;52.4259659412046;1.65464056289034;burial mound
Ly-2007894;579;51;41.8284749623629;47.8566808678097;burial mound
Gif-1957669;1978;50;60.1412543265489;46.9798397201258;burial mound
GrA-76476;241;110;27.1196302065748;10.6396861933235;burial mound
AA-2590606;6933;60;41.699895691846;2.44819279134795;burial mound
OxA-2124168;453;35;39.9878936617365;25.3718233940045;burial mound
Ua-440243;6096;120;46.7494300984635;26.1234208790677;burial mound
OxA-2834889;3122;70;53.7756519151146;43.4243746697151;burial mound
Gif-81202;7390;140;48.2795746635327;49.1557313108926;burial mound
Ua-2079577;2799;50;30.9997864010502;37.4279807367423;burial mound
Gif-2179292;362;70;24.0620515448262;33.8328253495557;burial mound
OxA-128716;1832;50;48.6017269407895;46.5861043484885;burial mound
GrA-412620;4144;45;39.28127382196;48.5876491311398;burial mound
GrN-1745549;2171;60;58.6146827785674;13.615750574725;burial mound
Ly-2501896;1680;110;32.1161688715547;35.7634732108646;burial mound
KN-1908593;1560;50;45.739062228151;23.6765167744819;burial mound
Beta-468012;2972;100;49.9535480026182;11.7550990676451;burial mound
Ly-2150797;1469;35;51.9145773038657;52.8748866855412;burial mound
OxA-3065256;2952;55;52.8282115590539;57.0671014666882;burial mound
OxA-2001967;119;59;55.9406110865879;9.07972840200827;burial mound
Bln-3010707;1539;40;61.5927815158664;7.22464253813139;burial mound
AA-176363;1469;40;35.0798363432528;37.0229954003071;burial mound
GrA-2035451;1698;130;47.2859187825807;35.0672586289513;burial mound
OxA-2137759;86;30;26.9864934935634;23.470547553237;burial mound
GrN-5531;1529;40;47.2402851187882;10.2239102770176;burial mound
OxA-1773331;2001;35;48.7361257506967;3.66090484008262;burial mound
OxA-1318479;6824;50;67.5333233568622;45.0411008630174;burial mound
Beta-998165;4297;30;44.3848905568654;40.3572121882747;burial mound
GrN-1734789;7181;40;29.8558467679007;23.6290948266724;burial mound
Ly-2453332;6238;35;29.4589334419975;4.00493228380876;burial mound
Ly-698524;474;30;26.1843229892169;6.51030950828642;burial mound
GrN-1538309;660;100;53.8808356895953;22.8785212466464;burial mound
GrA-221185;1707;100;58.3650743504152;38.4495856901131;burial mound
KN-1766006;1247;150;46.363819037047;6.81858246551752;burial mound
KN-170432;5803;130;59.37349953145;43.7623569839173;burial mound
Bln-1723163;6154;55;28.7420731803199;-0.880076201216807;burial mound
OxA-643397;454;55;62.9498071839722;40.5213974516364;burial mound
OxA-1154891;400;140;55.465068007226;24.583414359244;burial mound
OxA-2036032;2125;120;28.4903741163464;11.3823224348977;burial mound
OxA-1948260;3113;130;38.40865281219;-8.72641575367928;burial mound
GrN-2827567;960;30;40.4257663550656;35.0535635383403;burial mound
Gif-2985632;1394;70;50.101139098915;29.7913548161325;burial mound
OxA-2656940;2318;31;62.6810962829779;47.4704692073779;burial mound
GrN-1309462;3818;60;62.7085985407;56.8202549880462;burial mound
GrN-286615;10778;152;53.0944285572169;5.45494100737355;burial mound
GrN-1970099;402;40;62.7482844679604;39.8286621317119;burial mound
Beta-1318204;5530;50;26.191590972714;14.6661115573265;burial mound
OxA-2739064;4637;80;28.4359641834476;21.775771514559;burial mound
GrN-2950874;419;30;46.1699352700758;16.9838340757208;burial mound
GrN-1645030;39;90;36.7826693388267;35.1540858727176;burial mound
OxA-2709517;5451;60;28.7243091110129;18.6117836708786;burial mound
Beta-2143072;7002;130;57.31546493397;33.4862354930512;burial mound
GrN-277089;584;35;62.3399471340895;40.1217964056385;burial mound
Beta-687531;4968;40;47.2015531079003;19.835084131947;burial mound
OxA-773604;1793;120;21.8175674948354;0.279200208199685;burial mound
Ly-1199392;1465;37;25.6278037211755;18.1549643762363;burial mound
OxA-1408215;20;150;59.2472068620794;49.3243145089015;burial mound
KN-421288;1122;40;24.842967940636;18.3274559010491;burial mound
OxA-1508351;412;30;33.611781342763;-2.25224908966192;burial mound
GrN-201059;760;30;63.3285145617492;19.0762615508329;burial mound
GrA-1943144;336;32;23.3080676837481;1.37176656176714;burial mound
GrN-2005637;415;65;76.4410375939477;68.3172004438687;burial mound
GrN-389460;210;60;28.8456361999881;5.13372955516089;burial mound
Bln-1808232;689;78;54.268617998812;35.1844695434884;burial mound
Beta-3011072;645;80;30.2609693410182;1.48721649359765;burial mound
GrA-1328865;1320;100;45.325628025594;46.9691651646597;burial mound
Ly-2000885;3791;129;64.3852731888115;50.7447410660561;burial mound
KN-1899602;3492;80;49.0330796936636;43.208593289842;burial mound
AA-350919;425;33;26.3380081511238;1.18947849356244;burial mound
Ly-472947;4292;25;35.1937364161781;7.25455466251141;burial mound
OxA-862077;2383;35;31.9561623764457;1.59034976498786;burial mound
Beta-2179027;9239;30;68.2419579652657;51.3152995912118;burial mound
Ly-1718374;346;60;69.2623734961709;34.0206963974627;burial mound
KN-2456721;3401;140;23.6100108918373;35.2320024669197;burial mound
OxA-226688;3711;40;46.7547430728849;29.6794232477895;burial mound
GrN-2289321;2331;40;27.6216354846607;10.2068105424405;burial mound
Gif-1929723;2323;39;46.2513030803919;41.7961789877498;burial mound
OxA-274234;4580;35;29.3816471062395;33.4890345607722;burial mound
Ly-575618;567;40;38.577179491243;30.9648549783996;burial mound
GrN-1145114;337;34;66.1450422564528;49.575010070932;burial mound
GrA-1370731;86;30;26.4102189052839;8.14027710434672;burial mound
Bln-1202129;2061;35;64.8373159559839;26.1576103267367;burial mound
Ua-1346585;6080;110;25.8966351255808;10.9645903216587;burial mound
OxA-3027608;1140;310;27.6782849992647;-1.3627076027689;burial mound
OxA-830413;659;110;26.1357144860182;-3.59672130682744;burial mound
Ua-1304132;1700;45;28.453735473729;19.0142260931164;burial mound
OxA-726540;704;30;38.0221547945698;-4.53118488303123;burial mound
OxA-2750464;2840;40;49.8047605542457;35.5230536864471;burial mound
AA-2793638;1702;50;45.6953287975746;29.5256637034544;burial mound
GrA-2611701;3383;54;23.9037261071396;0.0792050397363684;burial mound
GrA-2217769;2367;37;41.7649507119939;42.9926206802374;burial mound
GrN-8693;2228;100;40.5014726976106;23.6408435678525;burial mound
OxA-73910;2867;100;32.8104571757576;36.7436921730947;burial mound
OxA-2878926;2098;120;50.470693924741;35.2030205520665;burial mound
OxA-876286;3855;80;43.8690686777147;22.8268963132951;burial mound
Ly-532339;10324;89;27.6524804895433;-13.1347698148072;burnt mou
OxA-488771;3661;40;43.334111016384;44.6745154681327;burnt mou
Gif-1841438;4115;100;47.3092265496092;-0.639914200377364;burnt mou
Ua-1972417;6104;21;61.3164822729251;27.5736356008088;burnt mou
KN-1206075;742;35;64.2061885001753;51.7845363638491;burnt mou
OxA-893653;2250;40;45.4016679824985;7.70136581381434;burnt mou
OxA-2260913;8004;60;26.4012216091839;25.294705942169;burnt mou
KN-1180936;5140;36;56.0083079915481;12.4175985134314;burnt mou
Ly-280188;578;40;47.3152786326512;49.2652237169859;burnt mou
Bln-2875541;1595;90;25.265213211782;30.2264594358642;burnt mou
OxA-2374911;3179;90;45.7521217112935;23.3315867726383;burnt mou
GrN-1373628;4548;50;24.6845084951859;15.2607947648533;burnt mou
Bln-1905901;6848;60;54.6480307855296;40.8946900406698;burnt mou
OxA-2256948;5568;140;31.7788205789177;4.98956459454366;burnt mou
Ly-3155395;834;60;26.9819438903297;-0.762730409305733;burnt mou
GrN-2562122;166;90;40.4005838106236;-1.48441059322064;burnt mou
Bln-198486;2372;400;58.1473632246757;40.8039397746921;burnt mou
Gif-1247772;194;50;40.4582668758209;48.2408503580332;burnt mou
OxA-625719;6457;30;41.4178280255291;-6.78430749797334;burnt mou
OxA-2076188;5047;33;39.1282545268447;29.0046615153532;burnt mou
GrN-1093379;1185;45;22.5095410203439;23.2193871106426;burnt mou
GrN-1755522;3214;80;52.1381853791292;59.6911752411981;burnt mou
OxA-2828272;1094;90;38.4572916594304;38.6705310266599;burnt mou
GrA-1432505;58;55;46.9730728250538;47.0373759962937;burnt mou
GrA-2606938;757;55;62.8292551073468;36.0095890276986;burnt mou
OxA-1905484;4241;41;52.8293440297438;-2.90389541967243;burnt mou
OxA-1174929;5593;55;25.2300502511929;-12.3027758877777;burnt mou
Ua-1118666;908;45;47.5452934448208;47.4274868593877;burnt mou
Beta-704962;680;50;46.4149124404893;3.25368046515008;burnt mou
