"lab_id","age","error","c14_taxon","species_tr","bioregion","latitude","longitude"
"T-445472",1671,70,"Picea, Juniper, Alnus, Betula","Picea","Boreal",61.4609147327746,11.5813313043811
"T-267195",723,75,"Picea, Juniper, Alnus, Betula","Juniper","Boreal",60.1496939113143,7.58412638770882
"T-370235",147,60,"Picea, Juniper, Alnus, Betula","Alnus","Boreal",63.5939060618354,11.2923576628915
"Tra-197131",1437,42,"Pinus","Pinus","Alpine",61.7258601174592,10.7222201046494
"T-208348",427,25,"Pinus","Pinus","Alpine",60.7266452470058,11.5400342325929
"T-377112",91,80,"Pinus","Pinus","Alpine",62.0476972098224,9.60210830660723
"T-420820",77,48,"Juniper, Picea","Picea","Boreal",58.1306229344242,12.6901288813055
"T-252785",483,30,"Juniper, Picea","Juniper","Boreal",61.1206888820549,9.83355305036553
"Beta-191092",1614,66,"Pinus","Pinus","Boreal",63.5845527714905,11.4071877911121
"T-34453",295,55,"Betula","Betula","Boreal",58.3947936090668,12.7589956311619
"Lus-295979",1232,100,"Pinus","Pinus","Boreal",61.1480543193149,8.88583903299482
"T-63700",430,30,"Picea, Juniper, Alnus, Betula","Betula","Boreal",59.7353077709125,9.82360696324264
"Lus-190911",3374,67,"Betula","Betula","Alpine",62.3867940047969,12.3600561498189
"T-305776",3429,30,"Betula","Betula","Boreal",61.9243012677431,10.8463867748815
"UBA-153045",2230,110,"Hazel nutshell","Corylus","Boreal",59.0970759425407,9.53274349901895
"T-199319",1482,40,"Pinus","Pinus","Boreal",64.5139486747516,11.9122364896236
"T-384516",1813,110,"Fagus","fagus","Boreal",61.287371324804,11.0707187904345
"Lus-223280",1955,31,"Pinus","Pinus","Boreal",62.1640447867508,10.6520856108437
"T-175036",642,50,"Salix","Salix","Boreal",58.7689218510089,8.0883468588395
"Tra-162016",185,83,"Betula","Betula","Boreal",61.5811467160373,12.6094727761804
"T-194610",2458,30,"Betula","Betula","Boreal",62.5895575093661,8.3171671674361
"T-158771",345,122,"Betula","Betula","Boreal",61.3071771432342,6.82250370562984
"T-179031",1068,40,"Pinus","Pinus","Alpine",61.438249646005,8.60016288475878
"T-369643",661,97,"Corylus, Pinus","Corylus","Boreal",64.5645767663512,12.5253352982523
"T-408972",492,65,"Corylus, Pinus","Pinus","Boreal",59.5108597371738,9.28737153845793
"T-98636",2641,47,"Pinus, Salix, Betula","Salix","Alpine",59.3603264698686,6.1622984899436
"Lus-76516",362,25,"Pinus, Salix, Betula","Pinus","Alpine",61.5626532914254,6.1599658548287
"Ua-178925",89,80,"Betula","Betula","Boreal",61.6138654921053,8.60567994560907
"T-47108",1091,25,"Betula","Betula","Atlantic",63.8495661168309,10.9725770391496
"T-444354",1299,65,"Pinus","Pinus","Boreal",60.9696875800827,10.070960697056
"Beta-177024",2507,70,"Juniper","Juniper","Alpine",60.2730509626023,7.56610853067296
"T-435623",12,40,"Pinus, Salix, Betula","Betula","Alpine",60.1018296765559,7.0223668140599
"T-292543",290,90,"Salix/Populus","Salix","Boreal",59.9150164559071,11.4729697747126
"Tra-424969",5075,65,"Betula, Pinus","Betula","Boreal",59.190352557962,9.5883384375691
"Tra-151144",1071,59,"Betula, Pinus","Pinus","Boreal",63.7884894524316,9.95896097738948
"Ua-245556",197,78,"Pinus","Pinus","Boreal",59.8089366602916,9.64418424627651
"Tua-83920",280,70,"Pinus","Pinus","Alpine",60.9465222051758,10.5958730165749
"Lus-81593",2004,30,"Pinus","Pinus","Boreal",62.3015425074859,8.91361017709318
"T-364182",1012,60,"Pinus","Pinus","Boreal",59.0342492194888,9.00203062590118
"T-283101",937,81,"Pinus","Pinus","Boreal",60.540716812171,10.9799039422621
"T-85777",741,59,"Quercus","Quercus","Boreal",64.157612274544,10.4213513625637
"T-411884",5555,45,"Pinus","Pinus","Boreal",59.4014281449219,9.00921600081748
"Beta-129546",1936,75,"Alnus","Alnus","Atlantic",62.9692623548718,10.9696684368704
"Tra-371900",1221,40,"Pinus","Pinus","Atlantic",60.9401593450979,7.43125631634378
"T-447688",498,50,"Pinus","Pinus","Alpine",59.743932186329,11.6765086130046
"Tra-214783",673,70,"Pinus","Pinus","Boreal",60.7684420122674,8.63402239248738
"T-387959",4254,74,"Pinus","Pinus","Atlantic",61.8400697405038,12.2017461006036
"T-422927",178,30,"Pinus","Pinus","Alpine",63.4172685251237,10.104782539303
"T-37891",443,65,"Betula","Betula","Alpine",59.8282621905465,7.66484703885484
"Ua-154874",725,38,"Pinus, Salix","Salix","Alpine",62.268103642232,10.9009355012905
"T-351804",811,21,"Pinus, Salix","Pinus","Alpine",60.1488976724387,11.6541605511732
"Beta-302404",1724,65,"Juniper?","Juniper","Boreal",60.330852802017,10.1583141886175
"Beta-272964",4967,53,"Betula","Betula","Boreal",62.1886343185868,11.8612111336577
"T-320960",207,78,"Betula","Betula","Boreal",59.6786004740529,12.5354963156416
"T-170527",537,66,"Pinus","Pinus","Alpine",60.6870431910607,8.19075066069537
"Tua-160008",2072,30,"Pinus","Pinus","Boreal",63.6531390404613,12.7626248560215
"T-255111",850,35,"Betula","Betula","Atlantic",61.4816349329862,12.2040356174361
"Beta-231659",24,49,"Pinus","Pinus","Boreal",60.1860999482555,9.70117959596426
"T-438910",340,60,"Betula, Pinus","Betula","Boreal",60.3648871325658,6.85506000719615
"T-263261",449,81,"Betula, Pinus","Pinus","Boreal",62.5206745787341,10.5433713036424
"Beta-293694",275,35,"Picea","Picea","Alpine",59.4456639998238,6.87030719847395
"T-52514",1350,40,"Betula","Betula","Boreal",60.8352881998977,10.0596176185727
"T-408879",2171,40,"Pinus","Pinus","Boreal",63.2920184228238,12.5549875726691
"T-30240",600,60,"Alnus, Pinus, Salix caprea","Salix","Alpine",61.0630159901484,5.98328090995945
"T-50576",163,50,"Alnus, Pinus, Salix caprea","Alnus","Alpine",63.1208888815454,10.0888299152716
"T-108815",220,70,"Alnus, Pinus, Salix caprea","Pinus","Alpine",62.6913971914971,10.1570885067701
"T-387701",1478,22,"Betula","Betula","Alpine",62.6570732589226,9.63048160916451
"T-233738",871,101,"Betula, Corylus","Betula","Boreal",59.4834610035623,12.3749160186909
"Tra-39162",27,59,"Betula, Corylus","Corylus","Boreal",60.0341843467142,10.2556830620032
"T-252910",532,30,"Quercus","Quercus","Boreal",60.1541620675989,12.2577752715137
"T-311789",2831,35,"Corylus","Corylus","Alpine",62.0082896069979,10.4420492984527
"T-290889",152,100,"Prunus","Prunus","Boreal",60.9799402174863,12.2071178977834
"Lus-282933",919,39,"Quercus","Quercus","Boreal",60.2835555118511,6.76505827260925
"T-188758",11,67,"Ulmus","Ulmus","Boreal",60.0663291311715,8.36156356391287
"T-184042",2082,100,"Pinus","Pinus","Boreal",58.7554719817201,5.96678641736344
"Tua-193100",628,62,"Pinus","Pinus","Alpine",63.5192005472228,8.6599688284581
"T-168893",3563,25,"Pinus","Pinus","Boreal",58.8920912509103,11.7133513796069
"T-31757",3091,22,"Betula, Pinus","Betula","Boreal",64.1401326794181,12.0566173088469
"Tua-71747",446,85,"Betula, Pinus","Pinus","Boreal",59.5065235634296,7.83241579337534
"T-403120",1109,80,"Betula","Betula","Alpine",58.5137609174553,5.9793078578296
"Ua-118311",679,50,"Pinus","Pinus","Atlantic",61.5846628032226,8.85742628977913
"T-279224",866,30,"Betula","Betula","Alpine",60.6553671011841,6.91767185572977
"Beta-195344",2611,65,"Pinus","Pinus","Boreal",63.4841159967192,9.16521057495964
"Lus-401621",1018,82,"Betula","Betula","Alpine",58.32823603288,7.00817150424932
"T-404476",221,30,"Picea","Picea","Alpine",60.7627948608282,12.3992420158228
"T-334758",356,70,"Picea","Picea","Alpine",60.1435678939012,9.82021911944379
"Lus-140527",1014,27,"Pinus","Pinus","Alpine",59.7778716740624,7.47352703951112
"Lus-362786",251,40,"Betula","Betula","Alpine",60.6391773897779,11.7017158167907
"Tra-96547",667,70,"Betula","Betula","Boreal",60.5346758505856,7.82166531979269
"Lus-185151",1144,40,"Betula","Betula","Boreal",61.7734667508624,11.944314199246
"Tra-44228",521,40,"Pinus","Pinus","Atlantic",60.4030608396411,9.74448347198847
"T-249914",3106,40,"Corylus","Corylus","Boreal",61.5551283132418,6.10154743157489
"Lus-335356",119,45,"Alnus, Pinus","Alnus","Atlantic",60.6723698152866,8.28922502125753
"Beta-211805",277,30,"Alnus, Pinus","Pinus","Atlantic",63.6189581108285,12.6971693644459
"T-433451",360,41,"Pinus","Pinus","Atlantic",61.9977972592619,6.84492717280355
"Lus-322257",1073,33,"Pinus","Pinus","Boreal",59.9697815530998,9.3820828136038
"T-121647",1390,40,"Quercus","Quercus","Boreal",59.6169054521635,11.3048224530716
"T-54941",459,40,"Betula","Betula","Alpine",60.4463105268453,8.98265129756811
"T-293519",516,40,"Pinus","Pinus","Alpine",60.4672652086328,7.77689998407173
"Beta-76233",327,40,"Pinus","Pinus","Boreal",59.2832543886761,12.4555760857328
"T-185876",582,64,"Pinus","Pinus","Boreal",59.6455501147586,7.00302517434861
"T-288163",518,40,"Betula","Betula","Atlantic",62.104625940686,9.18440088994545
"Tra-85278",1788,55,"Pinus","Pinus","Alpine",61.6800141657664,10.6418696357019
"T-203505",2952,40,"Betula","Betula","Boreal",62.3158946869561,7.17765031256829
"UBA-339822",134,75,"Pinus","Pinus","Alpine",63.9437141107618,10.6049150247013
"T-215623",581,30,"Betula","Betula","Alpine",60.4206351466295,7.87963516547344
"Tua-279636",3745,70,"Pinus","Pinus","Alpine",60.6499255173706,6.73706042488897
"Tua-343123",389,40,"Betula","Betula","Alpine",64.1766754016819,11.8723066262261
"Tra-433458",2199,45,"Betula","Betula","Alpine",61.4028538673668,9.66394666733453
"Tua-383052",4878,45,"Pinus","Pinus","Alpine",63.2065782524417,11.844892297609
"Tua-375905",144,31,"Betula, Pinus","Betula","Boreal",60.1281681501852,10.7762697468975
"UBA-375521",62,35,"Betula, Pinus","Pinus","Boreal",58.8857580096633,8.98805937512894
"Beta-74661",65,30,"Betula, Pinus","Betula","Boreal",62.7686523031029,10.5730522569153
"Tua-8615",28,46,"Betula, Pinus","Pinus","Boreal",61.3961147014676,6.66986746338661
"UBA-264688",939,31,"Hazelnut shell","Corylus","Atlantic",63.927522715588,10.4238996866099
"T-382312",94,55,"Betula","Betula","Boreal",60.5026823850041,6.241054002268
"T-127984",325,30,"Betula, Pinus","Betula","Boreal",61.7343723282754,9.04956130515574
"UBA-441440",1,20,"Betula, Pinus","Pinus","Boreal",58.3526180781132,7.73845379652595
"Tua-80398",191,40,"Betula","Betula","Boreal",60.5891116122852,11.8032436796723
"T-395106",197,64,"Pinus","Pinus","Boreal",64.7136367749172,12.0361241000902
"Beta-407848",344,40,"Corylus","Corylus","Boreal",61.8962868631469,8.14121873083035
"Beta-191035",735,34,"Betula","Betula","Alpine",58.4052605088988,6.45506067261937
"T-338548",75,140,"Salix","Salix","Boreal",61.624403349824,6.33769159705424
"Tra-129853",470,33,"Betula","Betula","Boreal",58.4463099590279,8.56977947388892
"T-17278",60,56,"Pinus","Pinus","Boreal",63.562122101849,12.6032846737332
"T-412518",414,60,"Pinus","Pinus","Boreal",62.6680284071079,8.75021118709375
"T-378231",769,75,"Picea, Pinus","Picea","Boreal",60.9871555316876,10.0216728143226
"Ua-369581",436,40,"Picea, Pinus","Pinus","Boreal",62.1186555828352,7.79780666190153
"UBA-210155",2190,55,"Betula","Betula","Boreal",62.6337851127063,10.6447516797504
"T-234621",1725,60,"Betula","Betula","Boreal",62.8970642846887,9.77209444357641
"Tua-246780",744,50,"Betula","Betula","Boreal",58.7143955321537,12.8107085028275
"Beta-154815",904,80,"Betula","Betula","Boreal",60.3969239934219,11.4532572850455
"T-442133",1985,38,"Salix","Salix","Boreal",59.2068196135304,6.77108471827348
"Beta-253849",1366,35,"Pinus, Salix","Salix","Alpine",59.9251893469321,12.8022684597748
"T-74182",28,75,"Pinus, Salix","Pinus","Alpine",62.8628629937853,8.58212575532007
"T-420114",185,40,"Betula, Picea","Picea","Boreal",59.0758257664506,11.9290903034438
"Tua-47813",1158,33,"Betula, Picea","Betula","Boreal",59.8352376254714,9.50104574002559
"T-252773",936,66,"Betula","Betula","Boreal",60.789018297994,10.5131991933479
"T-153765",755,40,"Betula","Betula","Boreal",60.4925864790008,7.1110757770196
"Ua-241284",990,31,"Betula","Betula","Boreal",63.3005925537764,9.35723884667852
"Tua-275075",222,40,"Betula, Pinus","Betula","Boreal",62.8373558790228,7.35726140322303
"T-261675",520,39,"Betula, Pinus","Pinus","Boreal",58.6422985030641,12.7899950862073
"Beta-321292",1296,47,"Tilia, Pinus","Tilia","Boreal",60.5553822267411,12.7076169489122
"Ua-56469",790,30,"Tilia, Pinus","Pinus","Boreal",62.3523387654387,8.97230631468049
"Lus-253143",2043,40,"Betula","Betula","Boreal",61.3717944803325,7.17428286512033
"Tra-148721",469,48,"Betula, Quercus","Betula","Boreal",63.3616913816268,11.3331551100321
"T-285030",1085,64,"Betula, Quercus","Quercus","Boreal",59.401760352449,10.7010225672529
"Tua-331943",95,40,"Pinus","Pinus","Boreal",60.6067648693728,12.4881899053392
"T-151431",794,83,"Tilia","Tilia","Boreal",59.8467821683808,8.14357776715373
"Tua-389180",581,27,"Pinus","Pinus","Alpine",60.7321093366128,8.82488034341042
"Ua-369291",91,70,"Betula","Betula","Boreal",61.8410599759552,10.1864389664326
"T-241970",512,75,"Pinus","Pinus","Boreal",61.905172962198,7.48948274282948
"Ua-60282",57,40,"Pinus","Pinus","Boreal",63.3388829030132,9.9495580034384
"Tra-129708",196,30,"Prunus, Sorbus","Prunus","Boreal",62.4652128715379,8.47094848461915
"T-41626",2580,40,"Prunus, Sorbus","Sorbus","Boreal",62.1999839146631,8.7979165063838
"T-194283",1251,45,"Betula","Betula","Boreal",61.8954791943936,7.81601410913444
"T-27507",2491,55,"Betula, Pinus","Betula","Boreal",59.3741844058844,8.92130308892066
"Tua-46904",2070,75,"Betula, Pinus","Pinus","Boreal",61.7356082334424,10.0241690499894
"T-17604",16,30,"Betula,","Betula","Boreal",62.9456354319159,8.89767031978909
"Tra-210832",511,40,"Betula, Pinus","Betula","Boreal",59.8082658060546,11.4422882911742
"Ua-127567",138,90,"Betula, Pinus","Pinus","Boreal",58.8392906644572,6.11655633760755
"T-43648",474,47,"Betula, Pinus","Betula","Boreal",63.3511770980639,9.9699340786296
"T-354443",493,55,"Betula, Pinus","Pinus","Boreal",63.4328195243937,12.155660173889
"Beta-168860",248,60,"Quercus?","Quercus","Atlantic",62.6305526895213,10.3845639421372
"Tra-273938",196,70,"Hazel nutshell","Corylus","Boreal",61.566585422656,9.60864848577255
"Beta-379548",4802,18,"Pinus, Juniperus","Juniper","Boreal",62.7597315157766,11.0586298749191
"T-414883",416,79,"Pinus, Juniperus","Pinus","Boreal",61.9017297742266,10.9018246416955
"UB-231587",451,50,"Betula","Betula","Alpine",59.3630525363236,10.8091968438751
"Ua-295234",96,30,"Pinus","Pinus","Alpine",59.3343808259114,6.84600942400749
"Lus-316456",148,42,"Betula","Betula","Boreal",58.4959677158823,7.98558310932363
"Tra-212611",2036,16,"Betula, Pinus","Betula","Boreal",59.6805765061341,7.08395858554961
"Ua-320472",352,16,"Betula, Pinus","Pinus","Boreal",58.3979521450613,12.8955572117586
"T-83451",5996,65,"Picea","Picea","Atlantic",61.8999141927705,8.98907005563681
"Tra-236854",1040,98,"Pinus","Pinus","Atlantic",59.5190710103977,9.22274732379848
"UBA-11228",2430,70,"Pinus","Pinus","Alpine",62.5575000220296,8.22696060158638
"Tua-327108",752,75,"Pinus","Pinus","Boreal",58.9262603510891,11.8807957957245
"Ua-404807",448,40,"Betula","Betula","Atlantic",61.3576619887286,8.96879109781911
"T-341820",1721,30,"Betula","Betula","Boreal",62.6638053538216,12.9935859880857
"Tra-274502",589,30,"Betula","Betula","Alpine",60.2480884165585,10.3967602641091
"T-216572",785,37,"Betula","Betula","Alpine",61.4051185413186,12.5322298499649
"Ua-77162",69,35,"Betula","Betula","Boreal",61.3906680410159,7.42062252178881
"Beta-336175",1718,65,"Pinus","Pinus","Boreal",61.3736281154949,10.5110651780302
"Tua-314965",297,65,"Pinus","Pinus","Boreal",59.0006126768624,11.7527120856429
"T-262890",81,30,"Pinus?","Pinus","Boreal",60.3488798714544,8.34805111202923
"Tra-106033",1186,83,"Pinus, Betula","Betula","Boreal",61.781524232227,6.52222248423285
"T-84712",1346,31,"Betula, Corylus","Betula","Boreal",64.0704942735359,12.6292424962891
"T-268462",761,96,"Betula","Betula","Boreal",61.4093945378075,10.2114895050873
"Tra-185606",1990,25,"Pinus","Pinus","Boreal",61.6123939303251,6.84336090660653
"UBA-216670",184,75,"Pinus","Pinus","Alpine",61.0197613748063,8.6152499481535
"Ua-284667",36,65,"Pinus","Pinus","Atlantic",59.6404206890682,6.08019421250139
"T-6687",3726,25,"Betula","Betula","Alpine",58.2729856802721,7.39779363168752
"T-427722",278,39,"Pinus","Pinus","Alpine",61.2746812600614,7.45671308617689
"T-415504",99,40,"Pinus","Pinus","Boreal",60.8770681273122,8.79082330346969
"T-265123",1392,69,"Pinus","Pinus","Alpine",59.0847025688076,6.80344427439127
"Tua-19280",9,32,"Pinus, Salix","Salix","Alpine",61.6573823000921,7.38931673140404
"Ua-176646",599,21,"Pinus, Salix","Pinus","Alpine",58.6285959593376,7.88687367337965
"T-426805",1353,70,"Fraxinus","Fraxinus","Boreal",63.2927386446933,10.5622952842684
"Ua-268544",2088,42,"Pinus","Pinus","Alpine",60.475486996834,7.51630634254729
"T-230537",327,40,"Salix/Populus","Salix","Boreal",59.1065611812534,8.99521058863681
"T-312910",1581,36,"Quercus, Tilia","Tilia","Atlantic",60.9806915790724,12.2350636339842
"Ua-133557",263,83,"Quercus, Tilia","Quercus","Atlantic",64.1126095405202,12.9410664225612
"T-375084",44,65,"Corylus","Corylus","Boreal",61.6156259915952,6.1183297639538
"T-297290",3281,31,"Picea","Picea","Boreal",63.6127772464227,12.9401981875894
"Beta-432717",1634,50,"Pinus, Betula","Pinus","Boreal",59.6239470115225,12.4756086179465
"T-370066",780,35,"Betula, Corylus","Corylus","Boreal",59.6252539230994,7.14361912673781
"Tra-269088",651,75,"Betula","Betula","Boreal",58.5706752866533,11.9884529653487
"Beta-256927",81,70,"Betula","Betula","Alpine",61.7946982478082,7.39788706317264
"T-398975",514,70,"Pinus","Pinus","Boreal",63.9809591990452,12.3955272486014
"T-111087",995,64,"Pinus","Pinus","Boreal",60.1705799477825,9.65385432482232
"Tra-189585",2338,30,"Pinus","Pinus","Atlantic",59.1843711411283,11.1162495298004
"Tua-49808",854,34,"Pinus","Pinus","Boreal",59.3832706037806,8.97372155036195
"T-61583",26,75,"Pinus","Pinus","Alpine",59.7974854996491,6.32622193227195
"T-15724",1527,30,"Pinus","Pinus","Boreal",61.5069953589174,6.23403988562593
"Ua-387293",124,25,"Pinus","Pinus","Boreal",60.853566049022,12.7084205981942
"Beta-268433",520,80,"Betula","Betula","Alpine",59.7180721082751,11.3471071991434
"Tua-305722",3688,80,"Pinus, Betula","Pinus","Boreal",58.417258857181,12.5438406016284
"Tua-146386",447,100,"Pinus","Pinus","Atlantic",61.9002675055702,10.3411706180319
"Tua-53845",697,65,"Betula, Picea","Picea","Boreal",60.3182550241912,8.74425903935241
"Ua-22262",2331,120,"Betula, Picea","Betula","Boreal",59.955463026625,10.4153449959003
"Tra-394615",1246,25,"Pinus","Pinus","Boreal",62.8161752558515,12.1421797165081
"T-102180",15,40,"Ulmus","Ulmus","Boreal",60.4262480868492,11.48300232319
"T-348218",366,50,"Picea","Picea","Boreal",64.463000722511,12.2396254828144
"Beta-163790",661,40,"Betula","Betula","Boreal",61.5389630858413,8.03623483852087
"Tra-102526",3923,30,"Pinus","Pinus","Alpine",64.6766019724021,11.2875733731776
"T-212442",340,71,"Betula","Betula","Atlantic",61.7198611024864,12.0372679469516
"Beta-35065",2548,75,"Betula, Corylus","Betula","Boreal",60.5610304253568,9.95606544596469
"Tua-81130",1704,40,"Betula, Corylus","Betula","Boreal",61.9245938618958,7.18846634041937
"Beta-446298",1337,70,"Betula, Corylus","Corylus","Boreal",62.2122713260478,12.5904599953962
"Beta-83367",156,80,"Betula","Betula","Boreal",64.3116168054282,10.633724546362
"Ua-333197",1355,35,"Betula","Betula","Boreal",63.9318287139253,10.6373883474991
"Beta-355934",942,43,"Ulmus","Ulmus","Boreal",63.8971521611078,10.1824955766134
"Tua-315716",2774,75,"Betula","Betula","Atlantic",60.3514168392976,10.9762583160256
"T-406985",627,40,"Betula, Corylus","Corylus","Boreal",61.6218294425533,8.26779883316438
"T-72364",1292,100,"Pinus","Pinus","Boreal",59.1976505347419,10.9117809038537
"Tra-63867",1022,55,"Pinus","Pinus","Boreal",59.6561691853458,10.9638081338641
"T-167731",4852,48,"Corylus","Corylus","Boreal",63.5213335502588,8.58896814923291
"Ua-337989",468,40,"Pinus","Pinus","Boreal",60.2689140226928,7.26190123982634
"Ua-138499",1030,60,"Pinus","Pinus","Boreal",61.8699328156536,12.0821140466023
"T-231306",3500,60,"Salix","Salix","Boreal",59.5032930716725,12.2825458694261
"Tua-37268",1133,45,"Pinus","Pinus","Boreal",58.5236563024975,6.16556142510124
"Lus-65216",1020,45,"Betula","Betula","Boreal",64.1626981559318,10.7942649497693
"T-380185",1505,40,"Betula, Pinus","Betula","Boreal",61.9644444035321,12.6852868504147
"Tua-282064",635,30,"Betula, Pinus","Pinus","Boreal",58.6806268126722,8.73923445781553
"Tua-318088",1116,22,"Betula, Picea","Picea","Boreal",60.0440895864877,8.08601386009436
"T-392346",3412,52,"Betula, Picea","Betula","Boreal",59.5160637455794,8.93847328749788
"Beta-429945",1991,50,"Pinus","Pinus","Boreal",61.7424132580697,7.52956304171122
"UBA-152158",217,30,"Betula, Corylus","Betula","Boreal",59.6442716331748,9.49026906192536
"Lus-94031",268,35,"Betula, Corylus","Corylus","Boreal",60.2306166457088,11.4037630404965
"T-7993",4113,25,"Betula","Betula","Boreal",60.8418088555875,7.16149616300361
"T-408286",516,80,"Pinus","Pinus","Alpine",63.402404468719,9.17967412653589
"T-321104",75,20,"Betula","Betula","Boreal",60.2188322312988,11.635719268207
"Beta-195147",81,110,"Pinus","Pinus","Boreal",60.5420942104627,9.11522440480697
"Beta-150669",771,40,"Betula, Corylus","Betula","Boreal",61.7682196630262,12.8106560458592
"Ua-258456",394,75,"Betula, Corylus","Corylus","Boreal",61.0578698910376,11.6760529248074
"Tua-216998",2251,45,"Pinus","Pinus","Boreal",61.6021871122584,12.747843370954
"Tra-56763",1319,31,"Betula, Pinus","Betula","Boreal",62.85772589831,9.97965913476236
"T-422238",1481,67,"Betula, Pinus","Pinus","Boreal",60.6416748178856,6.09099725709994
"T-345078",237,19,"Betula","Betula","Boreal",62.3145144351964,9.46007659329591
"Tua-189940",2262,40,"Betula","Betula","Boreal",60.8156765678664,11.6111241450268
"T-813",662,45,"Betula","Betula","Boreal",61.739034474545,9.53492786059668
"Ua-214792",1532,60,"Corylus","Corylus","Boreal",59.1992261214401,6.69849555834918
"T-325208",335,100,"Betula, Pinus","Betula","Boreal",59.3903381361679,8.41003361909045
"Lus-156342",185,30,"Betula, Pinus","Pinus","Boreal",61.8525326533001,10.846885852431
"T-378973",1025,75,"Betula, Corylus","Betula","Boreal",63.3648688836838,12.2531069616657
"Lus-244643",829,80,"Betula, Corylus","Corylus","Boreal",58.8854097848039,12.7818325376571
"Ua-256943",729,40,"Betula, Picea","Picea","Boreal",58.5500309027106,8.49961846482707
"T-155873",697,76,"Betula, Picea","Betula","Boreal",61.3118885662026,6.58649074620636
"UBA-145716",3510,30,"Betula","Betula","Boreal",60.0942305176144,11.3335831805123
"T-512",1507,68,"Betula","Betula","Boreal",59.7706642394172,7.72173312591901
"T-245390",680,58,"Picea","Picea","Boreal",60.4539898489141,9.79235200671293
"Beta-56700",1578,75,"Betula, Corylus","Betula","Boreal",61.0096655024133,9.07601673421147
"Ua-291316",1849,80,"Betula, Corylus","Corylus","Atlantic",59.475363138311,11.6792454148699
"Lus-196323",787,45,"Betula, Corylus","Betula","Atlantic",58.7184829885775,7.9477271763049
"Tra-13458",1367,75,"Betula, Corylus","Corylus","Boreal",61.2997399271477,12.4385139233535
